cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
Ugx5kAmwNMWQTutukJV4AaABAg,"Audionya om ded, kurang keras nih.. kurang deket mic nya",16 jam yang lalu,@rizkidwianggoro3140,UCu7Acy6y9afitYnPzCTT88g,0,,https://yt3.ggpht.com/oUhQhosnbulV1cAQnAIBkU6d2Txz0tM58pYl47EHlbjuEMZu89P_aO_O0uAHBX6L6-OIlkQguw=s88-c-k-c0x00ffffff-no-rj,False,False,1750194552.32357,
UgxRbUMmGxLLMZ_Bv6h4AaABAg,Daging bgtttt,9 jam yang lalu,@kamilachamdan3501,UCBgYCJVlUPlfxxGLmlyrl8g,0,,https://yt3.ggpht.com/WCzua5zr4CCkY2DAHRMeV4ul0PIqnTcDzQwcrjhNe1-P_5sHh_EhxLSQ7048LX20eDF7WcoUKE0=s88-c-k-c0x00ffffff-no-rj,False,False,1750219752.325568,
UgxNwDAtg-ofjq7lS254AaABAg,"saya awal hater timothy ronald, tapi menurutku pandangan dari tim ini tidak ada yang salah sedikitpun. kadang kita sebagai orang indonesia yang memang SDMnya sudah korup",5 jam yang lalu (diedit),@hendrasaputra3910,UC-gDi-RYZ8xchlBI8AMyxtg,0,,https://yt3.ggpht.com/ytc/AIdro_kHGQXcSKcO1nM-NQcl8ZwupFY4Hy_GQEcgnZzcOco=s88-c-k-c0x00ffffff-no-rj,False,False,1750234152.327568,
UgxvETaET8YJt214oYN4AaABAg,Melek ekonomi,8 jam yang lalu,@fawazfabio7215,UC4rP2defq5KTgXzGm9EmXJA,0,,https://yt3.ggpht.com/3ksQ9NbQFax_iRWpIK5x3kLL7A9ldF-aRWRPYYLGFHGczD26bW9FUoQAF9z6NltuISUjCP2fdQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750223352.329569,
UgxRKTGHuhbWoW_kZ3V4AaABAg,Jika orang pemerintah seperti dia habis kebodohan di negara kita 📌,13 jam yang lalu,@URLIFE7,UCJQ-8YaqPGt6ZwLXp-wjivw,1,,https://yt3.ggpht.com/k_Lr0oWaEqhSQz2Ba334mnvabSMzyVi7ruxShlH9cNBN-ReKvie6zJ1lznyYTYh6dnH3Cv_5Ig=s88-c-k-c0x00ffffff-no-rj,False,False,1750205352.330567,
UgygPQZYyaL8YJuph4p4AaABAg,jadi inget manta,4 jam yang lalu,@ArabPeaaaa,UCyzyRw7qbe_oNCecPnSYrfg,0,,https://yt3.ggpht.com/ytc/AIdro_kjhIeAVjaIBrt73ztdCRaRKMz3oBqmj2hZ7aC3yTVEV68=s88-c-k-c0x00ffffff-no-rj,False,False,1750237752.861694,
Ugx3fNJRXEenHgzK3fF4AaABAg,"Ingat kalau kamu mau tau sifat seseorang tanyakan kepada orang yang selevelnya, orang yg bener ""baik tidak akan mungkin pandai bicara",5 jam yang lalu,@ajiagusprastyo6948,UC6qC10smoK8DKb30KhU9Eag,0,,https://yt3.ggpht.com/ytc/AIdro_lgwwPrRqa_PJwhGP6KGyUq6OXHJI2k8kLAbr4bQVefDEY=s88-c-k-c0x00ffffff-no-rj,False,False,1750234152.865684,
UgwPPEDZjtqkYoitWrh4AaABAg,"Yang chat tiap hari sama chat GPT, yang sering bahas sesuatu yang gak tau, sini ngumpul",9 jam yang lalu,@alitanjuang9904,UC0Mxj-RTqL1uRrdPTw6UqZw,0,,https://yt3.ggpht.com/yK19ZtBbe25FTDWbnhcDOW1FELo4beUOGQ42UU-NBIFN41UkwfUcb7Q9lrsVHz28xzUYCDFUXg=s88-c-k-c0x00ffffff-no-rj,False,False,1750219752.867695,
Ugy3kUEQP6AL2O1q5Sl4AaABAg,ha💸ha💸ha💸ha💸ha💸ha💸ha💸ha💸,12 jam yang lalu,@FahmiEbezzz,UCsz3tXpog-lfT4-PCNMnUww,0,,https://yt3.ggpht.com/_h5uf-8sU2BPgbZfRLZ73LB5-75rfh5BKEpYNtL6rXk_ocL4O_fKsjQf6JJBNs-AW7w9ZMTfew=s88-c-k-c0x00ffffff-no-rj,False,False,1750208952.869792,
UgzCFSJI9XLPkicVayp4AaABAg,Podcast paling berisi👌,11 jam yang lalu,@CharlesGuterres-r2v,UCS5OU7meb_FFp1I7K9PiWqw,0,,https://yt3.ggpht.com/ytc/AIdro_n68ziQLwlP2zE2AoW58ea3RWol98GNssqM9F9i2ODfKsPj4j3sBfuxm6Wo8-ppOXb3Jw=s88-c-k-c0x00ffffff-no-rj,False,False,1750212552.872725,
UgwcKGH2SLZzM4xjWcV4AaABAg,"2,333,193 views 20 hours ago. Two most powerful people on YouTube just make impact on Indonesia.",11 jam yang lalu,@VR.ShortsStories,UCWgMLz5e5YcWl_FYAjL6nlw,0,,https://yt3.ggpht.com/8YO987OLtOTL1AOdEBDD45JNyz0H-lXz9pI6EB74LB0bHn5OWDRTHAIP5KWC6NOQI1KJlZH9=s88-c-k-c0x00ffffff-no-rj,False,False,1750212552.873727,
UgyXdfTT9IYItoJ22mh4AaABAg,"Cocok banget buat ide bisnis di rumah, simple tapi menguntungkan! Kalau 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵, main simple tapi hadiahnya besar!",13 jam yang lalu,@sataragaming2007,UCdE-5G7TLuKsQ714sOoqp8g,0,,https://yt3.ggpht.com/wwwxYMeB1xJJFpGwaAlLznuV6RWlsildyQtkmIfAPEKH7Aa1Tt4SmZrTQV-Oh-j7LdmLJ6qn_g=s88-c-k-c0x00ffffff-no-rj,False,False,1750205352.877686,
Ugw-KLptA4vTEbvZfdR4AaABAg,Orang pinter. Dipancing sedikit langsung jadi. Kelas om ded,8 jam yang lalu,@HamizanGaming24,UCy3VTnxhItlZuuddFS7-Ddg,0,,https://yt3.ggpht.com/QhuVLg1S4R8zVU5WLBZ04Tz08PvdBwRs1flkOQGMhi2S1jZynsniNL-a6N11RWvjK1TFS2tcbg=s88-c-k-c0x00ffffff-no-rj,False,False,1750223352.880684,
UgwVFujvZrm2SsxEord4AaABAg,Ha💸ha💸ha💸Ha💸ha💸💸💸🤑,5 jam yang lalu,@naufalarib4280,UCA8feL7MmBiIdoSRuQU-jBw,0,,https://yt3.ggpht.com/ytc/AIdro_nh1IG7EYUGCd_BNf0TatMeXqgNj6dc0HmvGo5gzoI_hzs=s88-c-k-c0x00ffffff-no-rj,False,False,1750234152.882683,
UgxvmNJ8IHJrUTd6CIZ4AaABAg,"37:24 Ga cuma NTT, disini 35 menit dari pusat kota juga masih ada ortu yg berpikiran gitu kok. Mereka bahkan bisa pinjem duit buat nebus beras, sambil nenteng r0kok. R0kok > beras > sekolah :D",9 jam yang lalu,@rizkiandrianto,UCTWE_3QDul48rf_HzfNUU0A,0,,https://yt3.ggpht.com/ytc/AIdro_kHxKrI4enUc9F--4zfejRTl-wToGrPpq_jSP8EHqQ7Xw=s88-c-k-c0x00ffffff-no-rj,False,False,1750219752.884682,
Ugw1k3wrn3obK5BKkNJ4AaABAg,"Hampir tiap hr di marahin timoty, tp klo ga nonton vidionya kya ada yg kurang 😭",14 jam yang lalu,@HAMIMAHALVIN,UC83TfNa4l8Xl5lXvxMIMCGA,0,,https://yt3.ggpht.com/H_9ukN6mSO8nVI4QOyCPzVg4vdx-QKSKWYaXelcQrmgFfuwha4itDMhJhKOm808dXFxrhQkJ3Q=s88-c-k-c0x00ffffff-no-rj,False,False,1750201752.886683,
UgyqWQqnJ3m4q3m5nZ54AaABAg,Om dedy..kalau podcast sama timothy 3 jam pun kita tonton full time om..podcast sama timothy ga usah lihat jam om ded,10 jam yang lalu,@HolidayTravel-n1h,UCx0RjnPiqUYHcJA3bm0vN-A,0,,https://yt3.ggpht.com/ytc/AIdro_npcUR6XsdtEyWk5O0DUPbiBwaX_JeUikuODvjwubz_UpOPbxUG2HLiUrAGCHsdKbjT0g=s88-c-k-c0x00ffffff-no-rj,False,False,1750216152.888682,
UgzvwswRbvs9INm1fDh4AaABAg,Hahaha 💵💵💵,1 menit yang lalu,@danielajipradana6950,UCJOt1T4madJ9bK5UEzN8a6A,0,,https://yt3.ggpht.com/ytc/AIdro_n4wJ1o745a8pX0WITv50Uujw4uXvzulMVIepHG4zeFQ8-oJCV9hJ7hsVaXbntXvYzOwA=s88-c-k-c0x00ffffff-no-rj,False,False,1750252092.890683,
UgxcsNO3PmUGZsu3pbF4AaABAg,"Masa ini akan jadi ""next""......😊",11 jam yang lalu,@dedisupriyatna5522,UCqM8naYD8fdPAupvO_Xg1wg,0,,https://yt3.ggpht.com/ytc/AIdro_le1Pupa0yQ5vbtwO36ymNL1XfvEVqwrSjhapLsKKa_z28=s88-c-k-c0x00ffffff-no-rj,False,False,1750212552.893685,
Ugz1AEvOW3qR17amtlZ4AaABAg,44:31 apakah ini bang kaka,11 jam yang lalu,@WahyuTriWiyosoChannel,UCxyBZxTqtfLA07OqLknShUw,0,,https://yt3.ggpht.com/nshsrRshMUhAt-iYDcEFex0fGJjZP5m1d26x4SaB2D6eMoGTLtWrajj-QrBNaWigxmYBM0Lc=s88-c-k-c0x00ffffff-no-rj,False,False,1750212552.896695,
UgwMKBWiULCmwO4RA_14AaABAg,47:59 ini bahas apa dah. Kok saya jadi bingung😢,1 jam yang lalu,@puputkreatif,UCtQxgJOe5bBnbdhpvjbid9A,0,,https://yt3.ggpht.com/atgXgkkUiTXYdoywcx3I44iVKcYyLoqhMmpwo-eqXYBwhHWB3ESBnxC9ehbE7ru6x3hW2ImccA=s88-c-k-c0x00ffffff-no-rj,False,False,1750248552.898703,
UgyB49AJ74EXvjkqEd54AaABAg,"Jangan kasih lepas 𝐌𝐄𝐕𝐈𝐔𝐒𝐓𝐎𝐓𝐎,wir icikiwieeerrr",13 jam yang lalu,@susilobambangbandoso,UCdbb_z8xcq0hCFIpL7l8hiw,0,,https://yt3.ggpht.com/ytc/AIdro_l3deyYM-Bn1fEbjPUVXB1Y_CT9FaLnYuFyhmrJHY6Pcs_OQFpdKEOSsmbO-HQP76DP8g=s88-c-k-c0x00ffffff-no-rj,False,False,1750205352.9007,
UgwbDvFQ59INkBarM8B4AaABAg,Pesona Jum'at Legi😊,10 jam yang lalu,@rifkinurazikin456,UCj8XGqKSmbPZ1_O9XpcBVPw,0,,https://yt3.ggpht.com/ytc/AIdro_mh7QrsbVuUHovwMG-kdkH211HeNTGx4P2RKouVndKKIcQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750216152.9027,
UgyXE-aJsz23zpf0H9x4AaABAg,"01.12.00
Orang pintar itu baik
Merasa pintar itu yang buruk
Orang klo  udah merasa pintar menganggap semua orang lain itu bodoh😅😅😅",13 jam yang lalu,@ikanpindangcue,UCNw3iOt7wJZaBCIPdyKJ7Fg,0,,https://yt3.ggpht.com/5ma8gQwuhBciv-DDz2fk7WnEgbkGCmJsLCYcI9BcF8BRYCEwo_6ZRsj8RWMKMBlafhpevYAV=s88-c-k-c0x00ffffff-no-rj,False,False,1750205352.904699,
UgwdKtiqHGih6ynfwzt4AaABAg,"kok baru kali ini gw liat seorang om ded, walau sama sama kaya, tapi kalah bijak ya.. apa gw doang yang berasa ? (tp mungkin gw juga belum tau, apa yang om ded udah lakuin di belakang layar)",9 jam yang lalu,@KopiSusuDingin02,UCQDffQDrv8DsFUcmvqNKPoA,0,,https://yt3.ggpht.com/TysW1HQKO6heB0SaqN94I2T4lFYs132VgeglpN5EbuPWEte8bta75FMqShuHQTbwspq06MW7jl8=s88-c-k-c0x00ffffff-no-rj,False,False,1750219752.906699,
UgyIClxkxoX-OeEvFRV4AaABAg,"Contoh kecil , kkn ke desa atau pelosok , yang pernah saya alami saat kkn dulu, kasus stunting, pendidikan , fasilitas , betul sekali yang dibicarakan timothy, masalah nya.",8 jam yang lalu,@FIRMANHIDAYAT-w4g,UCD8YthJtk6HZOlb-1ArcVhw,0,,https://yt3.ggpht.com/ytc/AIdro_mMRF-rcRa9b_yXNV-hvxnhOm6TnYsgR_H4o8INMq8xI4X1RzG0FqBQ7ldbX62yXqGQeA=s88-c-k-c0x00ffffff-no-rj,False,False,1750223353.440958,
UgwE6k8g4tHeW4q0hjd4AaABAg,Gabungin sama dr tirta juga om. Mantap pasti,12 jam yang lalu,@perasalirik1069,UCnjtzIbQzfKimSs3sL3Kylw,0,,https://yt3.ggpht.com/x_hKH_UUS5EYdcrXrOai5u6Rs7jqfj9rRL-9Z6y6LZvZzgoZc--uU6jLFA4R79OA10e8Swxx3w=s88-c-k-c0x00ffffff-no-rj,False,False,1750208953.444693,
UgzhcVR_9YvpEIfzHxV4AaABAg,Andrew susanto om ded next 🙏,5 jam yang lalu,@rizkykwanto1383,UCYL1VlkJN9RHHA-UgqRFKmQ,0,,https://yt3.ggpht.com/ytc/AIdro_n9PsJmICGpVoTTRzSDZXonx9S-ReIANxhLGMCbEhI=s88-c-k-c0x00ffffff-no-rj,False,False,1750234153.446712,
UgzoCBdfAQFg3SplbZF4AaABAg,Nanti malam Hongkong pool sama lotto kluar berapa om. . 🥴,7 jam yang lalu,@MilinMilin-f4r,UCN5rA2eD4lQj7ImwzZvT36A,0,,https://yt3.ggpht.com/ytc/AIdro_mNEAv5MPjwUYT_oMN-I_oKxZXRDcwTzQ5m2dLC8BLZIN_r2XL_arB8rM0NkGGWBLQJXQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750226953.448692,
Ugz_WdinRXn-xAHh1Xd4AaABAg,MEWAH,8 jam yang lalu,@107_ikomangaryawiguna6,UCgSQERust7XXOQ4tPgfXkxQ,0,,https://yt3.ggpht.com/ytc/AIdro_ngqwXDyWtglS2lYxOWhPZgOuJJ_sRmtij7sBMItr2pJaw=s88-c-k-c0x00ffffff-no-rj,False,False,1750223353.450613,
UgzC2prCEeBuXBFjgeZ4AaABAg,Dari gestur kekaguman bapak bapak hampir 50thn😊,11 jam yang lalu,@arifzulian1009,UCjoYQhhlXEKPgE9ZcxVmX3w,0,,https://yt3.ggpht.com/rVR_S_YLpCQ_l--sQWwSPaAiTT1t99uebahVEFTeSc9z4dcgxXKhlrTjQgqta6sNFpN8LP8DYg=s88-c-k-c0x00ffffff-no-rj,False,False,1750212553.452612,
UgxOLJNc7pegck4J66V4AaABAg,"Semakin maju ,manusia akan semakin punah",9 jam yang lalu,@robiprasetyo8309,UCvJNQ6_SZdell54My_Ge1lA,0,,https://yt3.ggpht.com/xYXN6b6kqKQoPrXBxoUEDlLPOQY2SZVzFlGNIU-gGp_K5IOuUDr0Xb-1y4w3A_99wILCbs-CUw=s88-c-k-c0x00ffffff-no-rj,False,False,1750219753.455613,
UgxcUkDxHltTGqJhWAV4AaABAg,"01:12 Wow, 𝐌𝐎𝐍𝐀𝟒𝐃 keren! Pengen share ke temen! 🔥",17 jam yang lalu,@brigaput-f7b,UCgvb7fwg19lEM-C_qG-GT5g,0,,https://yt3.ggpht.com/ytc/AIdro_mfq1uCDvvFFEGLGYo0Q6uV7rRKFEOK5bBAx7NJj3L1NfEeE0Iqz7nb1QWJ6rJqLRY-eg=s88-c-k-c0x00ffffff-no-rj,False,False,1750190953.457612,
Ugy1LD9OPozg0qv9Ufd4AaABAg,"14:07 bjir nuyul juga ni Timothy,,nerapin dunia game,, kedunia nyata..😅😂,, Timothy Lo bocorin dapur Lo ke dia,,,dia pasti akan tiru 😅",12 jam yang lalu (diedit),@Ai_Sagara,UCTejrcEk12ibjb_4NiUU-qQ,0,,https://yt3.ggpht.com/Qe58bM-GJzee31SfCA8OumFn3McRnL9POi54RUNF-JZPxtq_NAXeW08HWU3g1oGYwtqLJND1Fw=s88-c-k-c0x00ffffff-no-rj,False,False,1750208953.459612,
UgzINr09rt59E4d9R_94AaABAg,"1:18:20 Dulu tahun 2010 ada teman dekat approach saya untuk menggunakan BOT trading miliknya meta4 (lupa namanya), saya ngerti psikolog manusia karena mereka ingin balik modal maka harus menjrumuskan orang bodoh lainnya. Saya pun berkilah tanpa ada perlawanan ""duh bro boro-boro beli bot sejuta, cara menggunakan aja susah. Meskipun nanti kamu bilang akan ajarin, tp seberapa kuat mentalmu tuk ajarin saya yang g tau apa"" sprti anak SD. Dr pada ntr pertemanan kita rusak, mending saya g beli""",8 jam yang lalu,@radityawaliulu,UCn3VF5Z0ag5RqQfiduixmZg,0,,https://yt3.ggpht.com/ytc/AIdro_mraSY41Gb_n-YlwzdTPjGO9hxEh687C3--RjPi6Aw5pw=s88-c-k-c0x00ffffff-no-rj,False,False,1750223353.461613,
UgxT7tuv8Y8VPitGPoF4AaABAg,Timotyni kek paling atas gitu ye hmmm,14 jam yang lalu,@IkbalYoga,UCgQUi_aPq8LMlv1S0WCusvg,1,,https://yt3.ggpht.com/39gL6XTk5M8Q9M6sZy5DKEn9B5-0a5JLrZy9-mTLlBwV7IITZVR5aDsWZE46qe62pNFTXKuo=s88-c-k-c0x00ffffff-no-rj,False,False,1750201753.463612,
Ugw3SeUyB2sV9GoJY4F4AaABAg,"Jadi lah 𝐌𝐄𝐕𝐈𝐔𝐒𝐓𝐎𝐓𝐎,untuk hari ini",13 jam yang lalu,@RubenSanandi,UCnLbqcWdtrEjQDkU5fanhRA,0,,https://yt3.ggpht.com/ytc/AIdro_kICLEWVz_Df11W9j2QDfrHNDDg1x_VaLwS8b0VSK2HbsRDCJlZlRWUA-jL7XAQ5mwfAg=s88-c-k-c0x00ffffff-no-rj,False,False,1750205353.466613,
Ugx0pi0nDT5C3AUsxKh4AaABAg,"36:10 36:54 // 39:12 
44:27 46:25 47:20 1:02:50 1:04:59",1 jam yang lalu (diedit),@ramsesvictorious6894,UCNBpLYG9UCs5XHj7wT25g7A,0,,https://yt3.ggpht.com/ytc/AIdro_kFMc08BsQjbePX9amsfAVikInlSB7v6XKlq57iJR0=s88-c-k-c0x00ffffff-no-rj,False,False,1750248553.46961,
UgxOA6znBsuLaR9MlAt4AaABAg,THE MOST MYSTERIOUS PART! =>  25:33 ☠😏,3 jam yang lalu,@marojahanpangaribuan2904,UCaEH4ewdpaMzy_8V3MhfY8g,1,,https://yt3.ggpht.com/ytc/AIdro_lFRtOYPWBl5AMwPTdlrtlsJxZifjlewgkobdR_Pq8pDqI=s88-c-k-c0x00ffffff-no-rj,False,False,1750241353.471616,
UgyJxoA1tuU48SvJs3d4AaABAg,Manusia yang tidak punya pride adalah manusia yang susah dikalahkan. 1:16:00,10 jam yang lalu,@arfafadilah.m,UCZZo9TBcmy-nFj82QBSzVgQ,0,,https://yt3.ggpht.com/x3V4Fq0ClECVzfxsVktm9lu-LWym--R207lti4q_OcHg4V6KbIONxqv-aWyU4ZPJ3-ix_B1EAw=s88-c-k-c0x00ffffff-no-rj,False,False,1750216153.474615,
UgxxhDaMvlKZLUhYsMV4AaABAg,Ngeri salut ama timoty sadis,52 menit yang lalu,@indriyudaanggraha4830,UCkpJesmIdBPQO_bXFKurrxQ,0,,https://yt3.ggpht.com/ytc/AIdro_l1AtQwnZrtS4JpRc3kvSyDyUHNhNNLBSuDX0jKFdw=s88-c-k-c0x00ffffff-no-rj,False,False,1750249033.477617,
Ugw8QNKYquOxVXwMqN94AaABAg,🔥🔥🔥,9 jam yang lalu,@ach.muqoddam8337,UC1xiJjU4vFyhvEGyVqFahTw,0,,https://yt3.ggpht.com/ytc/AIdro_lVdPghlasQh07VOKEmK6T0U1TwfDPPqLppyduFZMYvZvZ6=s88-c-k-c0x00ffffff-no-rj,False,False,1750219753.480616,
UgxgZw6S9nHIY5RqoZR4AaABAg,Terimakasih pelajaran atas video sebelumnya dan yang sekarang Om. jadi ngerti gimana narik Minat audience 😂,13 jam yang lalu,@ImaVivo-vf5pb,UCEG0M1xY7A-jL8XwX36JOEQ,0,,https://yt3.ggpht.com/ytc/AIdro_l01BbL5lABX-SbH32JPbtxYFTw0q_8IG6OWmxVRCh7FG4ikXjaFwgCw3dicMdaW20FGg=s88-c-k-c0x00ffffff-no-rj,False,False,1750205353.482702,
Ugym8-_LFo_Qy2tyJy54AaABAg,"KEREEN daging poll
Point nya banyak banget itu",2 jam yang lalu,@penyumesir3818,UCbJcsHxYeBx9sD7EthfklCg,0,,https://yt3.ggpht.com/Qx7INNqX-D9CWdVDCZi5LPqUFroSDt35Ab4l2J-a26Gb1PfaOpYIpOjN7uLx0RJsnRRhYG-W=s88-c-k-c0x00ffffff-no-rj,False,False,1750244953.484706,
Ugyza7jF1addrAsJ54x4AaABAg,"Gw nontonin chanel ni terus,tapi gatau kenapa kali ini langsung gw skip😂",9 jam yang lalu,@JabrigFvnky,UCrZGRPXP4KotNiXI663K5Dg,0,,https://yt3.ggpht.com/LvteHVkoBr5ZjH1Xhf3o05IzxBDzGtWYcDp_mex8QRxPImK2YDlnhdOd9xArDrpxkvUcE9Jy=s88-c-k-c0x00ffffff-no-rj,False,False,1750219753.486611,
Ugxo4MrtBQFnYFumvDR4AaABAg,"Problem dasar yg juga harus dihadapi birokrasi dan sistem.. ""pejabat"" dari tingkat dasar sampai tingkat yg atas2nya. Kadang keberhasilan pihak lain, dimanfaatkan utk ""menyaring keuntungan"" bagi mereka. Disamping itu semua.. butuh effort lebih. Semoga cita2 nya bisa tercapai.",11 jam yang lalu,@steveegie9584,UCRgO74XQTk4Aw-lrDI5muPA,0,,https://yt3.ggpht.com/LdS6FqWeiadgw4_HdXon3gZ1UT1Ff0Z12iJSlLHWA0_YE-r0-e69MxllnL7N0Q2Lp_E-hBmV-w=s88-c-k-c0x00ffffff-no-rj,False,False,1750212554.441324,
UgwECLiOCmFi14CoYgR4AaABAg,"Beda banget sama podcast sebelah
Kualitas memang gak bohong",11 jam yang lalu,@rickyirwan6848,UC4Ku4bxn4Y1WtfijSkUVroA,0,,https://yt3.ggpht.com/ytc/AIdro_mXEyZ64TKCJjIBA3zcSslMkswu5D-_DejmNwh9bba6bBw=s88-c-k-c0x00ffffff-no-rj,False,False,1750212554.44493,
UgzdRXb8ovtL2eU0xRl4AaABAg,Tuhan tidak bisa miskinkan saya. Sombong banget itu kata2 orang2 itu,8 jam yang lalu,@Masclessss,UC0pK68ngEzN8IspVYC5gA_Q,0,,https://yt3.ggpht.com/ytc/AIdro_kwTy93MvpVRaw_x3YJfw_cy8Y3eK5jPS1_kP7jGh0=s88-c-k-c0x00ffffff-no-rj,False,False,1750223354.44694,
Ugw8tsX-Un-p3IqLB0F4AaABAg,kelasss,6 jam yang lalu,@MrBrightside-t4h,UC77RgNXmknuCnfkewk07i_g,1,,https://yt3.ggpht.com/ytc/AIdro_mzwk73fmnfDwFs4aca8l6kkQx6GyTAVAtENSyHlH_Zex_oOyaCVbcQl_w7mzDMX7MLRg=s88-c-k-c0x00ffffff-no-rj,False,False,1750230554.448933,
UgzYeBWqhCawASeDY-h4AaABAg,"keliatan banget value mereka berdua setara, beda pas sama densu😂, pas di podcast nya densu kasian si timothy😂",11 jam yang lalu,@pratamarizkym1993,UCkpK_w7Xf8jmDKDq64SFPTg,0,,https://yt3.ggpht.com/ytc/AIdro_kynrSw1NcPKNG_fC8kj4WQLBDR-2EKtxnF-k8T38IsEEwL=s88-c-k-c0x00ffffff-no-rj,False,False,1750212554.450946,
UgwF_980VEz8fUrlvWJ4AaABAg,Semoga pejabat yg di atas sono.bisa denger..minimal nerapin 2% aja dari obrolan mereka berdua,12 jam yang lalu,@FNKchannell,UCrhjJWxZMM6O5o4pkEGNfBg,0,,https://yt3.ggpht.com/ebTHrprFgYYigaEQ1yg874nvzJT-AZH3lu0QtF4L6rfbkO-u6WWMrCJeYoyuWeq5zZXBaCcx=s88-c-k-c0x00ffffff-no-rj,False,False,1750208954.45294,
UgziZHbNi_lVdEurJkV4AaABAg,"52:15 mana jargon ""mclaren lo warna apa bos?"" udah terkenal lagi wkwkwk",13 jam yang lalu,@gungdesurya,UCZ3Cq5CbX2gGNFc1HXpQ8ag,0,,https://yt3.ggpht.com/ytc/AIdro_mUKqsun_YKKIUHfRSWDjjUyBk21Exc4ZEwPUurhnCofhM=s88-c-k-c0x00ffffff-no-rj,False,False,1750205354.456856,
UgwLKogJ3GQBPbOVzLl4AaABAg,"Kalo orang pinter sama orang pinter ngobrol. Yang satu jaga gawang, yang satu gocek. Terus begitu 😂",12 jam yang lalu,@hansanichannel4828,UCeDGZF4-4wwafbq7Y4j4oiA,0,,https://yt3.ggpht.com/5iq4r0wV1xX1f2J4yBdTseu0poeHVaAsj9HUP4H4ARia3cB0hIzAX0MNqirsiocNHflH6KDp1A=s88-c-k-c0x00ffffff-no-rj,False,False,1750208954.458853,
UgwBTaeykzkwHR2gH8J4AaABAg,"00:20 salfok sama hp nya, itu 𝗣𝗦𝗧𝗢𝗧𝗢𝟗𝟗 ya ka ?? 🫣",5 jam yang lalu,@ParmodKumar-lx9ls,UC73m6yAnFvNKgqOTJhRyLcQ,0,,https://yt3.ggpht.com/ml_ZiHKbN_RLtCj32sjgbRESuhVlLnAZgJlEuHS31O4r3ZVw2d6prZJbJJdoVMkXhUqWEaEcJw=s88-c-k-c0x00ffffff-no-rj,False,False,1750234154.460933,
UgyNv6QWQvJXoh_U9b94AaABAg,Genius dibidangnya masing2 dari 2 generasi berbeda dan tune in jadi menstimulus alam liar nih!,10 jam yang lalu,@putramahkota9007,UCE63apVQXDbzow77VqlbU4w,0,,https://yt3.ggpht.com/udEx2sDsM0Fm1o_cRMsH2njpnO1LrKO757FQfrPPk8ONCl51coikR2lJoV3q9g0TEOJ0enIQ=s88-c-k-c0x00ffffff-no-rj,False,False,1750216154.462934,
Ugy7kYPS9a438tQTPxN4AaABAg,"ahh..obrolan apaan sih ini. nih gw arogan!!
gw  cuma mau bilang ke lu ya, orang kaya yg dulunya sales properti, jualan sedotan dan minyak rambut yang kaya dari jualan kelas finansial dan crypto....konsep atensi, ide berpikir dan cara penyampaian literasi keuangan yg lu sebar itu belum pernah gw dapet dan denger dari influencer2 yg lain....kok bisa gitu ya? makanya disini gw mau bilang ke lu untuk tetap maju, semangat, dan lanjutkan sampai lu soak, karena setau gw belum ada diindonesia ini anak muda kaya raya, cerdas, jago ilmu finansial dan berusaha menjadi bijak yang mau memilih untuk sibuk berbagi ilmu dan berkorban harta demi harapan orang lain menjadi lebih baik. walaupun target lu buat gen z & alpha, tapi bagi xy sangat banyak manfaatnya!...semoga cita2 lu sampai pada tujuan dengan baik sesuai dengan orientasi yang lu ciptain.....sebagai orang yg arogan gw nobatkan lu sebagai kandidat ""young people of the year""👏👏☕️☕️",10 jam yang lalu,@rlpprojects,UCBSvzLCA4OEnG7mP4egQ4Ow,0,,https://yt3.ggpht.com/7COOJwAhKOUBLdpxh-mgyuYZGVQAkt8JbnDXvGE4LC7nJzBmdGLypIeAAWOMaIyE53H3xdpjlg=s88-c-k-c0x00ffffff-no-rj,False,False,1750216154.464946,
Ugy9rRgliFJsVE4hbCt4AaABAg,"coba cek ke sekolah Dyatmika School bro timothy, saya rasa disana bagus penanganan untuk anak TK sampai SD nya",9 jam yang lalu,@zukolordo547,UCHyGqNSNpYLniRQApPmbjxw,0,,https://yt3.ggpht.com/ytc/AIdro_lJ1qJ-0b6FpSUSCBzz250rOZVn8gfKJhxMrK48IO-ysJs=s88-c-k-c0x00ffffff-no-rj,False,False,1750219754.466945,
UgzlRjNPGtx0nZdRfzJ4AaABAg,"wkwk, tertampar setampar-tamparnya.",6 jam yang lalu,@menggambarapapun,UCimizGDvJ-vc5BNkifhbPNg,0,,https://yt3.ggpht.com/8JZYp3F9FRTKW-wkm2oUrCh1P1LVljzeuN0xw7KXsrTkCh-MfjpZC_ihZyRaVeiff8U7z6f4qA=s88-c-k-c0x00ffffff-no-rj,False,False,1750230554.468949,
